Z1_mass,mass_4l,lepton_1_pt
87.97905431596915,128.65505891984412,37.3882766132786
88.41683445616648,126.80932115397768,46.93750185113771
99.01257816262246,128.19428681689345,115.10672425474937
89.67808133454032,124.59602489806662,17.16062875746841
91.4785877271121,124.66591266451276,16.0203696624899
86.4943443509489,123.3901541742549,20.36546536007207
93.71116144639493,124.9498939264011,23.68831654662541
89.66735532364117,124.88874648700347,28.26804063579325
91.9242321319865,125.0657201476669,56.13808033092736
94.9556500730784,126.10871917856322,16.68207586386071
87.69471002513177,126.51317580568468,15.608837559322492
92.0642437972886,124.44659007301642,99.21063380520792
91.2818223647988,126.04647675137358,59.5699471843863
89.41428240482819,122.98423114891337,20.89863579906275
94.4290373652318,127.65242692783102,27.40272527756195
91.7035325483504,125.4968406788733,11.049811643304372
91.43337977835124,122.724401508931,21.206397449728712
91.8121872531656,124.46364008764591,33.73671393945393
89.8970199016107,126.59473751974514,94.15283257874746
92.19279841796876,127.77296041553892,77.5645599260259
90.33568042101156,123.66638722809373,86.48306137808216
92.17579542739536,123.45612871077648,16.544040838938024
87.10242106065735,125.07959041253253,11.388458970604958
93.54543473512588,125.25026956080772,24.76390875382656
92.45217059160582,124.74394457584464,62.93673595722802
91.82678920065838,124.89481484651986,23.236809985896105
93.79235179687052,126.37554663972765,10.166122611278064
92.34599045723206,125.3644102478681,60.69690332458378
90.39862786866516,128.52006193949342,49.16988726363997
91.50634816476853,124.29960555004378,54.256435781305406
90.6178190703756,124.68767530113551,12.30787796541389
91.15298937432948,123.79575954293708,23.31678017248697
95.5359164378427,125.5575086952487,39.28903575137122
92.5012643853387,125.70392902834564,11.970041974143486
94.1627513544111,124.14208879703632,40.4466807677806
89.45883527251968,128.29441788402403,13.821171808465056
97.11280214629537,126.81210540261314,52.911782592305926
91.49572961483145,125.83670741113548,34.71662484657486
91.34992148246496,123.6630286643928,26.73442581725282
89.9020947231041,122.11205184498117,10.772433219703412
90.47462728485164,124.69677908620604,52.2624744261575
92.08719403727946,124.11857119393704,40.10482571561593
94.84216594354449,126.06251807092418,71.54559191562439
88.60755780769337,125.1805339914803,59.42044873910699
86.96988432759522,126.03638692479092,77.92727947858694
88.87604766175657,128.60053491814384,21.481921492549557
92.80561313402234,125.72858237855786,17.76060238418144
92.07543676658617,125.83414475012307,26.71173078245843
90.08970001957262,125.5221871986226,69.14034915639499
88.64711056910755,124.69174613297922,10.20929227544952
94.57296263079397,124.74930830853975,31.446284780156677
88.51094965930359,125.65598193860832,22.35725739587297
92.15039061450972,125.41776833673248,95.8936336807345
83.89321033876247,124.80611572867394,31.94358417280456
93.96917096386304,124.89854127539296,23.55923496900887
92.38403928937004,125.00853347378587,20.05749029143245
91.94362950569514,126.71480953654768,30.955588984889157
88.80446471704823,122.16572850283396,18.21581656426231
92.23469590021854,124.18805721413236,53.01662878718388
88.5891027165594,124.64328677876011,18.13999517007417
93.15897864982811,125.10746347568984,49.08246785476948
91.79322493567976,126.2413090394988,23.75568397792912
93.09436725902836,124.57676892069878,16.192963198226696
89.69253997372189,126.43130632610163,11.248892793830356
90.8552500212225,121.97695369914726,31.52891753648465
93.0617599126963,125.60313058534766,17.70472441164873
90.92120404987048,126.15809947433809,15.748126676174014
91.83101259346714,124.75093799731124,22.51397301985515
87.18792452556947,125.6510585991977,42.36288217131744
89.96690877082891,122.78220734232733,32.62838230581838
89.02289354253976,125.00571659375606,78.25369675583569
86.85612740970271,124.79400620622454,78.22292047321757
87.5210194678369,125.9271720416356,12.636751785882522
90.05397645917846,124.44859059757296,37.974818408967685
87.70084965544153,122.0441666610162,13.20990704307848
91.81281175217968,125.90917718045084,33.87093538416795
89.035132360316,127.7368124912436,66.75868232390204
94.72359698781878,125.834436930714,35.20132916761772
92.72665645892177,124.81008314792648,18.39100610987264
89.59033012275223,126.85521064276044,24.98162491120071
94.40378642358388,129.92926660786148,76.78165633745569
89.30734648571251,122.7919687954972,39.920031572094494
88.42738104960233,126.54686997296352,30.348803000250804
90.9639517588468,127.61898884691084,10.73849443242066
95.5901062161541,126.58923162755303,10.467319461158333
86.52208063262992,124.99983537853268,26.76814831159184
89.28055736489607,126.03689238970291,67.52161051538258
90.11171159342068,125.30793734448014,67.1417995743424
93.08838867900012,124.78079944553376,34.41210976180683
94.46175353377215,123.35620468258205,35.32337009306967
95.36796576744116,124.95350617545328,13.066845920479686
91.9784657876285,126.00719256662232,38.63592146553153
92.10071681049916,126.60906072582146,50.5010274506101
94.6283494419659,124.49811569477964,45.8222327590502
90.82103229350405,124.45043093900053,46.3686266867347
88.25218850568147,125.13073918639374,23.36477026944847
90.73945779046704,126.05626796954684,59.721235217791374
89.32275057129212,120.65391895666671,59.83984597261086
94.38681338412891,125.95576285623008,30.885531326535972
92.45530759689284,123.04550550291756,46.31651945534551
90.01040449797316,124.63730800334838,76.21970429040302
92.90785723599416,124.31689171301026,22.374472214129625
91.33718056202456,129.90108204397217,35.90242079828304
91.54290931941354,124.15319357186245,11.09812312632571
92.19808769854912,125.58865725653418,28.79820844546329
96.64221396773016,126.60007238455516,33.46883757061378
89.09227952737962,125.32157709474764,36.80897590438526
91.215452350198,127.7198290943086,10.929251863044236
91.31062438360016,121.63527851567927,61.88054108614408
88.78480505242052,126.0265713269602,23.39755072623234
92.39255869638328,123.30420277185588,39.25658855969479
94.17147996852232,123.83331036733551,12.67633086969692
93.30209801802516,125.3775858423517,11.591952877309282
89.69085929944737,124.46006320840532,48.848816887500526
89.48683619143033,125.6908235402162,21.700591423179365
90.52201573008368,124.67746213539492,57.56961939198059
91.55953373696173,125.49534320368056,108.62139769805806
92.60487810736002,124.43959778330112,64.23302926345187
88.09514653026116,125.82330617808282,25.775789333954258
91.9651828069218,123.65632483184206,18.64017967379751
92.22089475637613,125.14929743450142,47.61547863330327
91.36081305161905,125.46741690685802,50.17052214625679
89.92551792357374,123.8045347246648,26.321135965961545
90.01535349958732,125.86719055250474,10.434942391624128
88.71794210027294,123.37761560419251,13.701411767199282
89.28864677877334,125.11730225751302,11.412831308575615
94.05265437419077,123.72730701402784,15.70584138400675
93.0198037680144,127.64306683416208,30.98318357823369
90.4783321197072,129.31258688326338,68.24048359526316
