Z1_mass,mass_4l,lepton_1_pt
93.1912534324665,98.71804734119851,24.07804269930577
90.5191466705535,82.29447309897498,100.30364292752564
92.07634472080008,98.4112819114514,49.50237080636348
87.97905431596915,128.65505891984412,37.3882766132786
90.52936882593212,187.54421580752884,15.088746113870387
84.80296656642861,99.02818465849056,15.087888757438154
90.92397368931448,155.9714570858117,11.79516305826042
89.02837501678032,82.53413834979919,70.33692593439818
91.6898562974158,228.09215922540736,37.57246460881794
88.41683445616648,126.80932115397768,46.93750185113771
90.9680200771426,165.76340436072695,10.623979239974158
99.01257816262246,128.19428681689345,115.10672425474937
90.7261056636757,144.9791469218526,63.59288630064025
89.67808133454032,124.59602489806662,17.16062875746841
91.4785877271121,124.66591266451276,16.0203696624899
83.6273224830086,147.38819778424875,16.078342684967712
90.21035593113328,115.80533148656616,20.882611883814317
91.0365443255004,97.19828026725054,32.31783492582564
91.68975023076024,87.64416593453295,26.9661120034101
93.8507679951917,265.0605991511419,20.326689776618245
92.18646128706672,89.98086788566312,38.39112621699396
88.33177861417597,137.43296818479038,14.50703586182016
86.4943443509489,123.3901541742549,20.36546536007207
93.71116144639493,124.9498939264011,23.68831654662541
89.66735532364117,124.88874648700347,28.26804063579325
91.9242321319865,125.0657201476669,56.13808033092736
94.9556500730784,126.10871917856322,16.68207586386071
91.8879915182508,103.28811944244518,31.660874650993836
87.32525914396791,102.80656235982124,36.92514163929282
92.01674438479756,83.06036146669445,11.426915492692256
90.58637338860362,110.33797296935178,38.0599906194883
87.69471002513177,126.51317580568468,15.608837559322492
93.61820526758912,193.89023893914185,12.017917926379129
92.0642437972886,124.44659007301642,99.21063380520792
95.97065930853,85.69962217766016,111.11891027383518
91.2818223647988,126.04647675137358,59.5699471843863
89.41428240482819,122.98423114891337,20.89863579906275
92.08908766002324,84.39164237105882,13.083319450075187
90.48462111174736,130.5734247917651,44.58252289295985
94.4290373652318,127.65242692783102,27.40272527756195
91.454941797334,117.28039700133132,13.90456701863346
89.5714375184209,264.13386185100296,30.506416844024503
91.7035325483504,125.4968406788733,11.049811643304372
91.9905058231484,132.19188300688938,82.01268662179072
91.7595447188203,113.14206057920768,18.983733305220586
90.49079708844394,106.42249763643396,42.58767395694941
91.43337977835124,122.724401508931,21.206397449728712
89.7876884756288,85.66177504463647,32.02332687727686
91.8121872531656,124.46364008764591,33.73671393945393
88.89595898284789,131.79030258272206,16.131657985237172
89.2458121449238,202.92731328234044,114.7842139820868
96.10920273965549,103.20048564414438,54.76736131414423
89.8970199016107,126.59473751974514,94.15283257874746
92.19279841796876,127.77296041553892,77.5645599260259
87.1389802492689,148.2248277600297,37.33163237149825
90.33568042101156,123.66638722809373,86.48306137808216
