lepton_1_pt,lepton_1_eta,lepton_1_phi,lepton_1_E,lepton_2_pt,lepton_2_eta,lepton_2_phi,lepton_2_E,lepton_3_pt,lepton_3_eta,lepton_3_phi,lepton_3_E,lepton_4_pt,lepton_4_eta,lepton_4_phi,lepton_4_E,Z1_mass,Z2_mass,mass_4l,MET,n_jets,jet_1_pt,HT
24.078042699305772,2.2317925552359346,1.4774759441919847,113.45438167282882,24.007235831747895,0.7604767633887807,3.020873775670463,31.29030411547768,34.50249068349621,2.0244625010243964,1.4515095872970436,132.9054002452647,14.435974124149807,2.838979964747872,1.5735499973846787,123.8375679820319,93.1912534324665,55.47540972774833,98.71804734119853,5.041225822163858,0,32.1789661580814,119.12426924310245
100.30364292752563,1.6877791525967427,2.3183162710482614,280.468444007977,40.34494115573068,3.635259185200237,0.7708185280798463,765.3042955779019,32.691357672296775,2.2372575235156766,2.956457932452256,154.86478778443492,26.896183943662308,0.5540171731428318,2.062491624740426,31.130538288614613,90.5191466705535,40.33866799299681,82.29447309897498,48.88203788532805,3,16.088039375472693,91.49922909044008
49.50237080636348,0.5832283653955699,1.2897351488780842,58.162995159282616,48.19957882403513,1.4148305722134489,1.151667551069513,105.04509815925849,38.99839918398127,2.0391021501283095,1.8696421363328792,152.36387522954803,38.96831859194165,1.708115595461793,1.3679594766178502,111.05502060962263,92.07634472080008,29.94133617427653,98.4112819114514,26.488381507833218,0,71.05511042988063,161.6268500922736
37.3882766132786,1.7608099894590432,1.49651923962976,111.96018287156767,39.39733226305798,0.7880946785103602,3.025647987609813,52.27853794291211,66.40199698979555,1.2348329439018482,2.4409752958381983,123.79614869724765,109.32436762302817,0.4346526909645538,1.9637531781122206,119.8149196358215,87.97905431596915,39.96735949201188,128.65505891984412,27.837195450922756,1,16.283465771769535,122.96877108451967
15.088746113870389,1.668951457804953,0.8652663951957784,41.45667124348668,31.681169251207457,1.8192806081763093,2.3381945270723,100.263969076417,53.38623080220222,0.36081845010679714,0.33414555880290964,56.89927300940717,43.9309153299516,0.20265352375303441,0.3543476190801602,44.836094151730336,90.52936882593211,46.373953087943924,187.54421580752884,3.5315457219487207,4,141.86227647020777,256.74050351167796
15.087888757438154,0.106680436245504,2.8556827681585464,15.173825697622837,20.704997163653868,1.0956161926245087,1.0667803014102724,34.42577115259823,33.747578477338394,1.7849245867376902,1.1763436396494162,103.38469843556281,10.058837832420554,0.4619797483085225,1.620041087361912,11.15147033191681,84.80296656642861,62.81578851064751,99.02818465849057,5.120180109972479,1,14.622021120793221,143.27631866093296
11.795163058260421,0.12839205591678815,1.167062289879592,11.892515482906395,40.97173444186339,0.9505457211949171,1.204429724412333,60.91782260463295,77.16102188714112,0.40443401846246485,0.6139201612848111,83.55800150216943,52.831366738653784,0.2974587492474928,0.8927226448695249,55.18595647815957,90.92397368931448,47.320913925606575,155.9714570858117,36.00936071426786,2,6.849263248031862,109.38528657427706
70.33692593439818,0.41755945141184103,2.680717292068172,76.55836757678743,81.71918522555714,0.18336589738273895,1.3882958225590984,83.09686310966009,23.31456461267745,1.3162252937891457,1.5406562089501143,46.5995577483157,41.47802208957792,0.9935504594488987,0.587893677780611,63.69087866401965,89.02837501678032,39.54702826050713,82.53413834979919,32.48491167968426,2,42.801347579378934,122.30146487610062
37.57246460881794,1.159271757815585,1.785255632584322,65.77671676552256,10.208097814167031,0.6306762774576985,1.041023887076233,12.306436311244171,30.35076133469795,1.3320500221933946,1.325153610710987,61.501844829322955,16.142704722674072,1.4432926025934463,0.12191279826270529,36.085117440345996,91.68985629741579,55.92135624222858,228.09215922540739,13.129669987291674,3,166.67029778183885,125.09757918804395
46.93750185113771,1.1747398316655162,1.4317973268326183,83.22488280079989,14.313652579258186,3.1544368508889966,1.5617990368798849,168.06014237282562,41.4461889467504,2.3330803384612016,1.6837005018184998,215.65791623256038,39.063195794014845,0.3838969223030121,0.9804351712747033,41.97722732157147,88.41683445616648,42.24981194444433,126.80932115397768,10.383316162679483,1,23.88190795075696,126.67274898186034
